seq_id,pred_model,bit_score,evalue,pred_class
tr|A0A5C8ZU23|A0A5C8ZU23_9GAMM,8ca.alpha.45,32.6,2.2e-11,alpha
tr|A0A5C9A6Z9|A0A5C9A6Z9_9GAMM,8ca.alpha.45,26.0,2.4e-09,alpha
tr|A0A5C9A7R8|A0A5C9A7R8_9GAMM,8ca.alpha.45,32.9,1.9e-11,alpha
tr|A0A5C9A8D0|A0A5C9A8D0_9GAMM,8ca.alpha.45,26.1,2.3e-09,alpha
tr|A0A5C9BAE0|A0A5C9BAE0_9PROT,8ca.alpha.45,20.9,9e-08,alpha
tr|A0A5C9BGK7|A0A5C9BGK7_9PROT,8ca.alpha.45,19.0,3.5e-07,alpha
tr|A0A5C9BI37|A0A5C9BI37_9RHOO,8ca.alpha.45,26.1,2.3e-09,alpha
tr|A0A5C9BNQ9|A0A5C9BNQ9_9PROT,8ca.alpha.45,31.8,4e-11,alpha
tr|A0A5C9C114|A0A5C9C114_UNCPL,8ca.alpha.45,23.1,1.9e-08,alpha
tr|A0A5C9C2P0|A0A5C9C2P0_9RHOO,8ca.beta.45,295.9,1.0999999999999999e-91,beta
tr|A0A5C9C974|A0A5C9C974_9BURK,8ca.beta.45,304.0,3.9e-94,beta
tr|A0A5C9C9Q7|A0A5C9C9Q7_9BACT,8ca.alpha.45,28.6,3.8e-10,alpha
tr|A0A5C9CDA6|A0A5C9CDA6_9BACT,8ca.alpha.45,25.6,3.3e-09,alpha
tr|A0A5C9CG35|A0A5C9CG35_9BURK,8ca.alpha.45,32.9,1.9e-11,alpha
tr|A0A5C9CKW4|A0A5C9CKW4_9BURK,8ca.beta.45,201.1,9.9e-63,beta
tr|A0A5C9CTQ5|A0A5C9CTQ5_9BURK,8ca.alpha.45,23.2,1.8e-08,alpha
tr|A0A5C9CWS1|A0A5C9CWS1_9BURK,8ca.beta.45,305.5,1.4e-94,beta
tr|A0A5C9SXT6|A0A5C9SXT6_VIBCL,8ca.beta.45,312.3,1.1e-96,beta
tr|A0A5C9T1A7|A0A5C9T1A7_VIBCL,8ca.alpha.45,24.3,8.2e-09,alpha
tr|A0A5D0CJP3|A0A5D0CJP3_9BACL,8ca.beta.45,212.6,3e-66,beta
tr|A0A5D0CUW7|A0A5D0CUW7_9BACL,8ca.alpha.45,185.1,3.4000000000000004e-58,alpha
tr|A0A5D0GPF8|A0A5D0GPF8_9FLAO,8ca.alpha.45,23.3,1.7e-08,alpha
tr|A0A5D0HMQ0|A0A5D0HMQ0_9FLAO,8ca.beta.45,244.6,5.2e-76,beta
tr|A0A5D0MPZ9|A0A5D0MPZ9_FLESI,8ca.alpha.45,18.8,3.8e-07,alpha
tr|A0A5D0NFT0|A0A5D0NFT0_9ACTN,8ca.alpha.45,13.6,1.6e-05,alpha
tr|A0A5D0NMU5|A0A5D0NMU5_9ACTN,8ca.alpha.45,94.9,1.7e-30,alpha
tr|A0A5D0NVE2|A0A5D0NVE2_9ACTN,8ca.alpha.45,29.0,2.9e-10,alpha
tr|A0A5D0P6K6|A0A5D0P6K6_9ACTN,8ca.alpha.45,106.2,5.700000000000001e-34,alpha
tr|A0A5D0PH34|A0A5D0PH34_9ACTN,8ca.alpha.45,15.8,3.4e-06,alpha
tr|A0A5D0QI23|A0A5D0QI23_9ACTN,8ca.alpha.45,20.5,1.2e-07,alpha
tr|A0A5D0R148|A0A5D0R148_9FLAO,8ca.alpha.45,34.0,8.5e-12,alpha
tr|A0A5D0RD25|A0A5D0RD25_9FLAO,8ca.alpha.45,33.9,9e-12,alpha
tr|A0A5D0RM56|A0A5D0RM56_9RHOB,8ca.alpha.45,17.0,1.4e-06,alpha
tr|A0A5D0RZU3|A0A5D0RZU3_9RHOB,8ca.alpha.45,13.4,1.8e-05,alpha
tr|A0A5D0SQZ2|A0A5D0SQZ2_9ACTN,8ca.alpha.45,38.8,2.9e-13,alpha
tr|A0A5D0T2I6|A0A5D0T2I6_9ACTN,8ca.alpha.45,27.4,9e-10,alpha
tr|A0A5D0TJ73|A0A5D0TJ73_9ACTN,8ca.alpha.45,18.6,4.4e-07,alpha
tr|A0A5D0TS23|A0A5D0TS23_9ACTN,8ca.alpha.45,13.5,1.6e-05,alpha
tr|A0A5D0U698|A0A5D0U698_9ACTN,8ca.alpha.45,15.4,4.4e-06,alpha
tr|A0A5D0UHM8|A0A5D0UHM8_9ACTN,8ca.alpha.45,93.5,4.4000000000000004e-30,alpha
tr|A0A5D0UYG0|A0A5D0UYG0_9ACTN,8ca.alpha.45,31.4,5.3e-11,alpha
tr|A0A5D0VAR0|A0A5D0VAR0_9RHOB,8ca.alpha.45,21.5,5.9e-08,alpha
tr|A0A5D0VDW7|A0A5D0VDW7_9RHOB,8ca.alpha.45,29.7,1.8e-10,alpha
tr|A0A5D0VJ35|A0A5D0VJ35_9RHOB,8ca.beta.45,284.8,2.8e-88,beta
tr|A0A5D0VMX7|A0A5D0VMX7_9GAMM,8ca.alpha.45,21.7,5.2e-08,alpha
tr|A0A5D0WUA4|A0A5D0WUA4_9SPHN,8ca.alpha.45,41.1,5.4e-14,alpha
tr|A0A5D0X4F6|A0A5D0X4F6_9SPHN,8ca.alpha.45,14.6,7.8e-06,alpha
tr|A0A5D0XS81|A0A5D0XS81_9MICC,8ca.alpha.45,34.2,7.4e-12,alpha
tr|A0A5D2A5I8|A0A5D2A5I8_GOSDA,8ca.beta.45,199.6,2.8e-62,beta
tr|A0A5D2B8S2|A0A5D2B8S2_GOSDA,8ca.alpha.45,28.4,4.4e-10,alpha
tr|A0A5D2BA18|A0A5D2BA18_GOSDA,8ca.alpha.45,28.3,4.7e-10,alpha
tr|A0A5D2BAE0|A0A5D2BAE0_GOSDA,8ca.beta.45,203.7,1.6e-63,beta
tr|A0A5D2BBG3|A0A5D2BBG3_GOSDA,8ca.beta.45,179.3,4.2e-56,beta
tr|A0A5D2BBM3|A0A5D2BBM3_GOSDA,8ca.beta.45,188.0,9.3e-59,beta
tr|A0A5D2BZU7|A0A5D2BZU7_GOSDA,8ca.alpha.45,24.7,6e-09,alpha
tr|A0A5D2CF15|A0A5D2CF15_GOSDA,8ca.beta.45,192.9,3.1e-60,beta
tr|A0A5D2CLN3|A0A5D2CLN3_GOSDA,8ca.alpha.45,26.7,1.5e-09,alpha
tr|A0A5D2CRX3|A0A5D2CRX3_GOSDA,8ca.alpha.45,19.4,2.6e-07,alpha
tr|A0A5D2CVV0|A0A5D2CVV0_GOSDA,8ca.beta.45,214.9,5.9e-67,beta
tr|A0A5D2CY95|A0A5D2CY95_GOSDA,8ca.alpha.45,26.3,1.9e-09,alpha
tr|A0A5D2D0C1|A0A5D2D0C1_GOSDA,8ca.beta.45,204.1,1.2e-63,beta
tr|A0A5D2D0Q9|A0A5D2D0Q9_GOSDA,8ca.beta.45,185.7,4.8e-58,beta
tr|A0A5D2DF24|A0A5D2DF24_GOSDA,8ca.alpha.45,17.8,8.1e-07,alpha
tr|A0A5D2DHF4|A0A5D2DHF4_GOSDA,8ca.alpha.45,28.7,3.7e-10,alpha
tr|A0A5D2DU31|A0A5D2DU31_GOSDA,8ca.beta.45,204.1,1.2e-63,beta
tr|A0A5D2E4G5|A0A5D2E4G5_GOSDA,8ca.beta.45,198.7,5.3999999999999995e-62,beta
tr|A0A5D2EEW3|A0A5D2EEW3_GOSDA,8ca.alpha.45,20.3,1.3e-07,alpha
tr|A0A5D2EFV4|A0A5D2EFV4_GOSDA,8ca.alpha.45,14.4,8.7e-06,alpha
tr|A0A5D2F4X7|A0A5D2F4X7_GOSDA,8ca.alpha.45,28.3,4.6e-10,alpha
tr|A0A5D2F6Q4|A0A5D2F6Q4_GOSDA,8ca.alpha.45,28.4,4.3e-10,alpha
tr|A0A5D2F6R9|A0A5D2F6R9_GOSDA,8ca.alpha.45,29.0,3e-10,alpha
tr|A0A5D2F900|A0A5D2F900_GOSDA,8ca.beta.45,200.6,1.3e-62,beta
tr|A0A5D2FAV4|A0A5D2FAV4_GOSDA,8ca.beta.45,187.4,1.4e-58,beta
tr|A0A5D2G187|A0A5D2G187_GOSDA,8ca.alpha.45,24.7,5.9e-09,alpha
tr|A0A5D2GE16|A0A5D2GE16_GOSDA,8ca.beta.45,192.7,3.4e-60,beta
tr|A0A5D2GER8|A0A5D2GER8_GOSDA,8ca.beta.45,177.9,1.2e-55,beta
tr|A0A5D2GIP4|A0A5D2GIP4_GOSDA,8ca.alpha.45,26.2,2e-09,alpha
tr|A0A5D2GMR7|A0A5D2GMR7_GOSDA,8ca.alpha.45,20.0,1.7e-07,alpha
tr|A0A5D2GRC5|A0A5D2GRC5_GOSDA,8ca.alpha.45,25.5,3.5e-09,alpha
tr|A0A5D2GWN7|A0A5D2GWN7_GOSDA,8ca.beta.45,188.7,5.8e-59,beta
tr|A0A5D2H4Z2|A0A5D2H4Z2_GOSDA,8ca.alpha.45,17.9,7.6e-07,alpha
tr|A0A5D2H708|A0A5D2H708_GOSDA,8ca.alpha.45,28.9,3.1e-10,alpha
tr|A0A5D2H972|A0A5D2H972_GOSDA,8ca.alpha.45,29.2,2.5e-10,alpha
tr|A0A5D2HPV5|A0A5D2HPV5_GOSDA,8ca.beta.45,205.1,6e-64,beta
tr|A0A5D2HS54|A0A5D2HS54_GOSDA,8ca.beta.45,187.2,1.7000000000000002e-58,beta
tr|A0A5D2I472|A0A5D2I472_GOSTO,8ca.beta.45,199.6,2.8e-62,beta
tr|A0A5D2IFX4|A0A5D2IFX4_GOSTO,8ca.alpha.45,17.6,9.2e-07,alpha
tr|A0A5D2IHQ1|A0A5D2IHQ1_GOSTO,8ca.alpha.45,12.4,3.6e-05,alpha
tr|A0A5D2JC29|A0A5D2JC29_GOSTO,8ca.alpha.45,28.5,4e-10,alpha
tr|A0A5D2JCX0|A0A5D2JCX0_GOSTO,8ca.alpha.45,28.9,3.1e-10,alpha
tr|A0A5D2JD16|A0A5D2JD16_GOSTO,8ca.alpha.45,28.6,3.7e-10,alpha
tr|A0A5D2JDK0|A0A5D2JDK0_GOSTO,8ca.alpha.45,28.4,4.4e-10,alpha
tr|A0A5D2JDU0|A0A5D2JDU0_GOSTO,8ca.alpha.45,28.3,4.7e-10,alpha
tr|A0A5D2JEQ1|A0A5D2JEQ1_GOSTO,8ca.alpha.45,29.0,2.8e-10,alpha
tr|A0A5D2JHT9|A0A5D2JHT9_GOSTO,8ca.beta.45,179.3,4.2e-56,beta
tr|A0A5D2JHZ1|A0A5D2JHZ1_GOSTO,8ca.beta.45,191.3,9.6e-60,beta
tr|A0A5D2JI04|A0A5D2JI04_GOSTO,8ca.beta.45,203.7,1.6e-63,beta
tr|A0A5D2KCW9|A0A5D2KCW9_GOSTO,8ca.alpha.45,24.7,6e-09,alpha
tr|A0A5D2KEA0|A0A5D2KEA0_GOSTO,8ca.alpha.45,25.1,4.5e-09,alpha
tr|A0A5D2KTJ6|A0A5D2KTJ6_GOSTO,8ca.beta.45,161.7,9.9e-51,beta
tr|A0A5D2KUJ7|A0A5D2KUJ7_GOSTO,8ca.beta.45,192.9,3.1e-60,beta
tr|A0A5D2KYU3|A0A5D2KYU3_GOSTO,8ca.alpha.45,11.2,8.7e-05,alpha
tr|A0A5D2L430|A0A5D2L430_GOSTO,8ca.alpha.45,19.2,2.9e-07,alpha
tr|A0A5D2LAS1|A0A5D2LAS1_GOSTO,8ca.alpha.45,26.9,1.3e-09,alpha
tr|A0A5D2LCP6|A0A5D2LCP6_GOSTO,8ca.beta.45,152.1,8.3e-48,beta
tr|A0A5D2LD75|A0A5D2LD75_GOSTO,8ca.beta.45,186.2,3.4000000000000004e-58,beta
tr|A0A5D2LDA6|A0A5D2LDA6_GOSTO,8ca.beta.45,202.6,3.4e-63,beta
tr|A0A5D2LDG5|A0A5D2LDG5_GOSTO,8ca.beta.45,151.4,1.4e-47,beta
tr|A0A5D2LDJ9|A0A5D2LDJ9_GOSTO,8ca.beta.45,214.5,7.9e-67,beta
tr|A0A5D2LZP3|A0A5D2LZP3_GOSTO,8ca.alpha.45,18.1,6.6e-07,alpha
tr|A0A5D2M1L2|A0A5D2M1L2_GOSTO,8ca.alpha.45,28.8,3.4e-10,alpha
tr|A0A5D2M1L7|A0A5D2M1L7_GOSTO,8ca.alpha.45,28.7,3.7e-10,alpha
tr|A0A5D2MDX1|A0A5D2MDX1_GOSTO,8ca.beta.45,204.1,1.2e-63,beta
tr|A0A5D2MRE4|A0A5D2MRE4_GOSTO,8ca.beta.45,198.7,5.3999999999999995e-62,beta
tr|A0A5D2N453|A0A5D2N453_GOSTO,8ca.alpha.45,15.1,5.4e-06,alpha
tr|A0A5D2N713|A0A5D2N713_GOSTO,8ca.alpha.45,20.0,1.7e-07,alpha
tr|A0A5D2NXW3|A0A5D2NXW3_GOSTO,8ca.alpha.45,28.3,4.6e-10,alpha
tr|A0A5D2NY27|A0A5D2NY27_GOSTO,8ca.alpha.45,29.1,2.7e-10,alpha
tr|A0A5D2NZN3|A0A5D2NZN3_GOSTO,8ca.alpha.45,29.0,3e-10,alpha
tr|A0A5D2P0P2|A0A5D2P0P2_GOSTO,8ca.alpha.45,28.4,4.3e-10,alpha
tr|A0A5D2P3U7|A0A5D2P3U7_GOSTO,8ca.beta.45,200.9,1.0999999999999999e-62,beta
tr|A0A5D2P552|A0A5D2P552_GOSTO,8ca.beta.45,120.9,2.8e-38,beta
tr|A0A5D2Q010|A0A5D2Q010_GOSTO,8ca.alpha.45,24.7,5.9e-09,alpha
tr|A0A5D2QD51|A0A5D2QD51_GOSTO,8ca.beta.45,183.6,2.2e-57,beta
tr|A0A5D2QDK0|A0A5D2QDK0_GOSTO,8ca.beta.45,192.7,3.4e-60,beta
tr|A0A5D2QIA0|A0A5D2QIA0_GOSTO,8ca.alpha.45,26.2,2e-09,alpha
tr|A0A5D2QMY6|A0A5D2QMY6_GOSTO,8ca.alpha.45,20.0,1.7e-07,alpha
tr|A0A5D2QP29|A0A5D2QP29_GOSTO,8ca.alpha.45,19.9,1.8e-07,alpha
tr|A0A5D2QPY9|A0A5D2QPY9_GOSTO,8ca.alpha.45,26.0,2.5e-09,alpha
tr|A0A5D2QQQ6|A0A5D2QQQ6_GOSTO,8ca.alpha.45,26.1,2.2e-09,alpha
tr|A0A5D2QZU8|A0A5D2QZU8_GOSTO,8ca.beta.45,188.7,5.8e-59,beta
tr|A0A5D2R7E5|A0A5D2R7E5_GOSTO,8ca.alpha.45,17.9,7.6e-07,alpha
tr|A0A5D2R8S3|A0A5D2R8S3_GOSTO,8ca.alpha.45,18.1,6.6e-07,alpha
tr|A0A5D2R984|A0A5D2R984_GOSTO,8ca.alpha.45,28.9,3.1e-10,alpha
tr|A0A5D2RAC9|A0A5D2RAC9_GOSTO,8ca.alpha.45,29.2,2.5e-10,alpha
tr|A0A5D2RCG9|A0A5D2RCG9_GOSTO,8ca.alpha.45,29.2,2.5e-10,alpha
tr|A0A5D2RCW7|A0A5D2RCW7_GOSTO,8ca.alpha.45,28.9,3.1e-10,alpha
tr|A0A5D2RVN8|A0A5D2RVN8_GOSTO,8ca.beta.45,200.6,1.3e-62,beta
tr|A0A5D2SAU2|A0A5D2SAU2_GOSMU,8ca.beta.45,200.4,1.5999999999999999e-62,beta
tr|A0A5D2SKV2|A0A5D2SKV2_GOSMU,8ca.alpha.45,17.7,8.8e-07,alpha
tr|A0A5D2SLT4|A0A5D2SLT4_GOSMU,8ca.alpha.45,13.6,1.5e-05,alpha
tr|A0A5D2THA7|A0A5D2THA7_GOSMU,8ca.alpha.45,28.3,4.7e-10,alpha
tr|A0A5D2THG5|A0A5D2THG5_GOSMU,8ca.alpha.45,28.4,4.4e-10,alpha
tr|A0A5D2TIQ0|A0A5D2TIQ0_GOSMU,8ca.beta.45,191.3,9.6e-60,beta
tr|A0A5D2TJ08|A0A5D2TJ08_GOSMU,8ca.beta.45,203.7,1.6e-63,beta
tr|A0A5D2TLL9|A0A5D2TLL9_GOSMU,8ca.beta.45,179.3,4.2e-56,beta
tr|A0A5D2UC85|A0A5D2UC85_GOSMU,8ca.alpha.45,24.7,6e-09,alpha
tr|A0A5D2UTI8|A0A5D2UTI8_GOSMU,8ca.beta.45,192.9,3.1e-60,beta
tr|A0A5D2V011|A0A5D2V011_GOSMU,8ca.alpha.45,26.3,2e-09,alpha
tr|A0A5D2V4G8|A0A5D2V4G8_GOSMU,8ca.alpha.45,19.9,1.7e-07,alpha
tr|A0A5D2VAN7|A0A5D2VAN7_GOSMU,8ca.alpha.45,26.3,1.9e-09,alpha
tr|A0A5D2VCQ5|A0A5D2VCQ5_GOSMU,8ca.beta.45,208.6,5e-65,beta
tr|A0A5D2VCR8|A0A5D2VCR8_GOSMU,8ca.beta.45,150.8,2.0999999999999998e-47,beta
tr|A0A5D2VCS8|A0A5D2VCS8_GOSMU,8ca.beta.45,131.9,1.3e-41,beta
tr|A0A5D2VCT3|A0A5D2VCT3_GOSMU,8ca.beta.45,213.2,2.0000000000000002e-66,beta
tr|A0A5D2VCX8|A0A5D2VCX8_GOSMU,8ca.beta.45,140.4,3.2000000000000004e-44,beta
tr|A0A5D2VDA8|A0A5D2VDA8_GOSMU,8ca.beta.45,135.5,9.999999999999999e-43,beta
tr|A0A5D2VDD8|A0A5D2VDD8_GOSMU,8ca.beta.45,170.2,2.6e-53,beta
tr|A0A5D2VXX4|A0A5D2VXX4_GOSMU,8ca.alpha.45,18.1,6.6e-07,alpha
tr|A0A5D2VY90|A0A5D2VY90_GOSMU,8ca.alpha.45,17.8,7.7e-07,alpha
tr|A0A5D2VZJ9|A0A5D2VZJ9_GOSMU,8ca.alpha.45,28.7,3.7e-10,alpha
tr|A0A5D2W1F7|A0A5D2W1F7_GOSMU,8ca.alpha.45,28.8,3.4e-10,alpha
tr|A0A5D2WB82|A0A5D2WB82_GOSMU,8ca.beta.45,204.1,1.2e-63,beta
tr|A0A5D2WMG6|A0A5D2WMG6_GOSMU,8ca.beta.45,197.7,1e-61,beta
tr|A0A5D2X006|A0A5D2X006_GOSMU,8ca.alpha.45,14.7,7.4e-06,alpha
tr|A0A5D2X0F7|A0A5D2X0F7_GOSMU,8ca.alpha.45,20.3,1.3e-07,alpha
tr|A0A5D2XSQ5|A0A5D2XSQ5_GOSMU,8ca.alpha.45,28.4,4.3e-10,alpha
tr|A0A5D2XTH7|A0A5D2XTH7_GOSMU,8ca.alpha.45,28.3,4.6e-10,alpha
tr|A0A5D2XXG3|A0A5D2XXG3_GOSMU,8ca.beta.45,176.7,2.6e-55,beta
tr|A0A5D2XXY9|A0A5D2XXY9_GOSMU,8ca.beta.45,200.9,1.0999999999999999e-62,beta
tr|A0A5D2Y054|A0A5D2Y054_GOSMU,8ca.beta.45,187.4,1.4e-58,beta
tr|A0A5D2YPY0|A0A5D2YPY0_GOSMU,8ca.alpha.45,24.7,5.9e-09,alpha
tr|A0A5D2Z4U8|A0A5D2Z4U8_GOSMU,8ca.beta.45,192.7,3.6e-60,beta
tr|A0A5D2Z7U9|A0A5D2Z7U9_GOSMU,8ca.beta.45,184.9,8.2e-58,beta
tr|A0A5D2Z9B2|A0A5D2Z9B2_GOSMU,8ca.alpha.45,26.2,2e-09,alpha
tr|A0A5D2ZFK6|A0A5D2ZFK6_GOSMU,8ca.alpha.45,20.0,1.7e-07,alpha
tr|A0A5D2ZIT8|A0A5D2ZIT8_GOSMU,8ca.alpha.45,26.1,2.2e-09,alpha
tr|A0A5D2ZL65|A0A5D2ZL65_GOSMU,8ca.beta.45,156.2,4.8e-49,beta
tr|A0A5D2ZMZ0|A0A5D2ZMZ0_GOSMU,8ca.beta.45,218.5,4.6e-68,beta
tr|A0A5D2ZP57|A0A5D2ZP57_GOSMU,8ca.beta.45,126.3,6.3e-40,beta
tr|A0A5D2ZQD5|A0A5D2ZQD5_GOSMU,8ca.beta.45,162.0,8.2e-51,beta
tr|A0A5D2ZY60|A0A5D2ZY60_GOSMU,8ca.alpha.45,28.9,3.1e-10,alpha
tr|A0A5D2ZYH3|A0A5D2ZYH3_GOSMU,8ca.alpha.45,28.9,3.1e-10,alpha
tr|A0A5D2ZYZ0|A0A5D2ZYZ0_GOSMU,8ca.alpha.45,29.2,2.5e-10,alpha
tr|A0A5D2ZZC5|A0A5D2ZZC5_GOSMU,8ca.alpha.45,18.1,6.6e-07,alpha
tr|A0A5D3A383|A0A5D3A383_GOSMU,8ca.alpha.45,29.2,2.5e-10,alpha
tr|A0A5D3AIU8|A0A5D3AIU8_GOSMU,8ca.beta.45,201.7,6.2e-63,beta
tr|A0A5D3B1R1|A0A5D3B1R1_9TREE,8ca.alpha.45,21.3,6.8e-08,alpha
tr|A0A5D3B540|A0A5D3B540_9TREE,8ca.alpha.45,19.2,3e-07,alpha
tr|A0A5D3C7V7|A0A5D3C7V7_CUCMM,8ca.beta.45,184.8,9.4e-58,beta
tr|A0A5D3CIB1|A0A5D3CIB1_CUCMM,8ca.beta.45,197.4,1.2999999999999999e-61,beta
tr|A0A5D3CXD3|A0A5D3CXD3_CUCMM,8ca.alpha.45,20.3,1.3e-07,alpha
tr|A0A5D3DDX0|A0A5D3DDX0_CUCMM,8ca.beta.45,182.1,6e-57,beta
tr|A0A5D3DNH9|A0A5D3DNH9_CUCMM,8ca.beta.45,193.0,2.8e-60,beta
tr|A0A5D3E0R8|A0A5D3E0R8_CUCMM,8ca.alpha.45,24.7,6e-09,alpha
tr|A0A5D3FDY2|A0A5D3FDY2_9ACTN,8ca.alpha.45,13.7,1.5e-05,alpha
tr|A0A5D3FN21|A0A5D3FN21_9ACTN,8ca.alpha.45,16.2,2.5e-06,alpha
tr|A0A5D3FYA7|A0A5D3FYA7_9ACTN,8ca.alpha.45,95.2,1.4000000000000001e-30,alpha
tr|A0A5D3G3I1|A0A5D3G3I1_9PSED,8ca.alpha.45,39.6,1.6e-13,alpha
tr|A0A5D3GAF3|A0A5D3GAF3_9PSED,8ca.alpha.45,25.8,2.9e-09,alpha
tr|A0A5D3GH24|A0A5D3GH24_9PSED,8ca.alpha.45,31.0,7e-11,alpha
tr|A0A5D3K3G5|A0A5D3K3G5_9BRAD,8ca.alpha.45,16.5,1.9e-06,alpha
tr|A0A5D3KC64|A0A5D3KC64_9BRAD,8ca.alpha.45,39.0,2.4e-13,alpha
tr|A0A5D3WM49|A0A5D3WM49_9BACT,8ca.alpha.45,12.8,2.7e-05,alpha
tr|A0A5D3YG52|A0A5D3YG52_9BACT,8ca.alpha.45,28.7,3.7e-10,alpha
tr|A0A5D4GU51|A0A5D4GU51_9HYPH,,,,NO_HIT
tr|A0A5D4H330|A0A5D4H330_9SPHI,8ca.alpha.45,27.0,1.2e-09,alpha
tr|A0A5D4IJ63|A0A5D4IJ63_9ACTN,8ca.alpha.45,12.8,2.7e-05,alpha
tr|A0A5D4IL28|A0A5D4IL28_9ACTN,8ca.alpha.45,13.5,1.7e-05,alpha
tr|A0A5D4JKD5|A0A5D4JKD5_9ACTN,8ca.alpha.45,84.9,1.9e-27,alpha
tr|A0A5D4KHM0|A0A5D4KHM0_9BACI,8ca.alpha.45,181.9,3.3000000000000004e-57,alpha
tr|A0A5D4MEQ1|A0A5D4MEQ1_9BACI,8ca.alpha.45,181.8,3.6e-57,alpha
tr|A0A5D4NNM1|A0A5D4NNM1_9BACI,8ca.alpha.45,182.2,2.7e-57,alpha
tr|A0A5D4QQT6|A0A5D4QQT6_9BACI,8ca.alpha.45,172.0,3.6e-54,alpha
tr|A0A5D4RZ17|A0A5D4RZ17_9BACI,8ca.alpha.45,171.0,7.3e-54,alpha
tr|A0A5D4T3E6|A0A5D4T3E6_9BACI,8ca.alpha.45,179.6,1.7e-56,alpha
tr|A0A5D4T837|A0A5D4T837_9BACI,8ca.alpha.45,183.7,9.1e-58,alpha
tr|A0A5D4U192|A0A5D4U192_9BACI,8ca.alpha.45,181.7,3.7e-57,alpha
tr|A0A5D4UKE1|A0A5D4UKE1_9BACI,8ca.alpha.45,180.9,6.7e-57,alpha
tr|A0A5D4XHP4|A0A5D4XHP4_9GAMM,8ca.alpha.45,26.0,2.5e-09,alpha
tr|A0A5D4XPP9|A0A5D4XPP9_9GAMM,8ca.beta.45,342.5,6.800000000000001e-106,beta
tr|A0A5D5APY5|A0A5D5APY5_9EURY,8ca.alpha.45,19.9,1.7e-07,alpha
tr|A0A5D6SBC5|A0A5D6SBC5_KLEPN,8ca.alpha.45,15.4,4.2e-06,alpha
tr|A0A5D6V705|A0A5D6V705_9BACT,8ca.alpha.45,35.4,3.2e-12,alpha
tr|A0A5D6W9V1|A0A5D6W9V1_9FIRM,8ca.alpha.45,202.4,1.7e-63,alpha
tr|A0A5D6WGB5|A0A5D6WGB5_9FIRM,8ca.alpha.45,203.5,7.6e-64,alpha
tr|A0A5D6XPX2|A0A5D6XPX2_9STRA,8ca.beta.45,169.7,3.8e-53,beta
tr|A0A5D6XT77|A0A5D6XT77_9STRA,8ca.beta.45,119.6,7.2e-38,beta
tr|A0A5D6XXP8|A0A5D6XXP8_9STRA,8ca.alpha.45,16.6,1.8e-06,alpha
tr|A0A5D6Y1G5|A0A5D6Y1G5_9STRA,8ca.alpha.45,23.8,1.2e-08,alpha
tr|A0A5D6Y4Y2|A0A5D6Y4Y2_9STRA,8ca.beta.45,147.1,2.9e-46,beta
tr|A0A5D6YHF1|A0A5D6YHF1_9STRA,8ca.beta.45,142.4,7.8e-45,beta
tr|A0A5D8YGF9|A0A5D8YGF9_9SPHI,8ca.alpha.45,26.5,1.6e-09,alpha
tr|A0A5D8Z882|A0A5D8Z882_9GAMM,8ca.alpha.45,23.3,1.6e-08,alpha
tr|A0A5D8ZNB7|A0A5D8ZNB7_9FLAO,8ca.alpha.45,29.9,1.5e-10,alpha
tr|A0A5D9C7G8|A0A5D9C7G8_9SPHN,8ca.alpha.45,38.1,4.7e-13,alpha
tr|A0A5D9CC41|A0A5D9CC41_9SPHN,8ca.alpha.45,18.3,5.6e-07,alpha
tr|A0A5D9CXR1|A0A5D9CXR1_9HYPH,8ca.alpha.45,15.0,5.8e-06,alpha
tr|A0A5D9D4I7|A0A5D9D4I7_HALER,8ca.alpha.45,17.6,9.4e-07,alpha
tr|A0A5E3W8C2|A0A5E3W8C2_9AGAM,8ca.alpha.45,39.9,1.3e-13,alpha
tr|A0A5E3WY65|A0A5E3WY65_9AGAM,8ca.alpha.45,35.9,2.2e-12,alpha
tr|A0A5E3X2Q5|A0A5E3X2Q5_9AGAM,8ca.alpha.45,94.3,2.5000000000000002e-30,alpha
tr|A0A5E3XB25|A0A5E3XB25_9AGAM,8ca.alpha.45,30.9,7.6e-11,alpha
tr|A0A5E3XNQ0|A0A5E3XNQ0_9AGAM,8ca.alpha.45,84.9,1.9e-27,alpha
tr|A0A5E3XPR0|A0A5E3XPR0_9AGAM,,,,NO_HIT
tr|A0A5E3ZZ61|A0A5E3ZZ61_9ACTN,8ca.alpha.45,24.7,5.9e-09,alpha
tr|A0A5E4A3S4|A0A5E4A3S4_MARMO,8ca.beta.45,138.1,1.6e-43,beta
tr|A0A5E4A627|A0A5E4A627_MARMO,8ca.beta.45,121.6,1.7e-38,beta
tr|A0A5E4AIR0|A0A5E4AIR0_MARMO,8ca.beta.45,166.6,3.2e-52,beta
tr|A0A5E4AKQ6|A0A5E4AKQ6_MARMO,8ca.beta.45,131.5,1.7e-41,beta
tr|A0A5E4AMK8|A0A5E4AMK8_MARMO,8ca.beta.45,140.6,2.8e-44,beta
tr|A0A5E4B7C9|A0A5E4B7C9_MARMO,8ca.beta.45,154.8,1.2e-48,beta
tr|A0A5E4B7F6|A0A5E4B7F6_MARMO,8ca.beta.45,167.0,2.5e-52,beta
tr|A0A5E4B7H0|A0A5E4B7H0_MARMO,8ca.beta.45,147.0,3.2e-46,beta
