seq_id,description,length,pred_class,bit_score,evalue,query_len,target_len
tr|A0A167YRZ7|A0A167YRZ7_9HYPO,tr|A0A167YRZ7|A0A167YRZ7_9HYPO carbonic anhydrase OS=Moelleriella libera RCEF 2490 OX=1081109 GN=AAL_06443 PE=3 SV=1,263,8ca.beta.45,99.8,1.1e-31,263.0,381.0
tr|A0A167ZEK5|A0A167ZEK5_9HYPO,tr|A0A167ZEK5|A0A167ZEK5_9HYPO carbonic anhydrase OS=Moelleriella libera RCEF 2490 OX=1081109 GN=AAL_06182 PE=3 SV=1,260,8ca.beta.45,118.3,2.5e-37,260.0,381.0
tr|A0A167ZG56|A0A167ZG56_9FLAO,tr|A0A167ZG56|A0A167ZG56_9FLAO Carbonic anhydrase OS=Flavobacterium fryxellicola OX=249352 GN=FBFR_02545 PE=3 SV=1,222,8ca.alpha.45,35.2,3.8e-12,222.0,349.0
tr|A0A168CBX0|A0A168CBX0_CORFA,tr|A0A168CBX0|A0A168CBX0_CORFA Carbonic anhydrase OS=Cordyceps fumosorosea (strain ARSEF 2679) OX=1081104 GN=ISF_01754 PE=3 SV=1,161,8ca.alpha.45,81.0,4.6e-26,161.0,349.0
tr|A0A168DP60|A0A168DP60_9HYPH,tr|A0A168DP60|A0A168DP60_9HYPH Carbonic anhydrase OS=Pseudovibrio sp. W74 OX=1735584 GN=cynT PE=3 SV=1,225,NO_HIT,,,,
tr|A0A168ELK7|A0A168ELK7_9HYPO,tr|A0A168ELK7|A0A168ELK7_9HYPO carbonic anhydrase OS=Moelleriella libera RCEF 2490 OX=1081109 GN=AAL_02477 PE=3 SV=1,326,8ca.beta.45,108.3,2.7e-34,326.0,381.0
tr|A0A168F650|A0A168F650_9MICO,tr|A0A168F650|A0A168F650_9MICO carbonic anhydrase OS=Isoptericola dokdonensis DS-3 OX=1300344 GN=cynT PE=3 SV=1,217,8ca.alpha.45,23.1,1.8e-08,217.0,349.0
tr|A0A168G8S2|A0A168G8S2_CORDF,tr|A0A168G8S2|A0A168G8S2_CORDF Carbonic anhydrase OS=Akanthomyces lecanii RCEF 1005 OX=1081108 GN=LEL_05863 PE=3 SV=1,161,8ca.alpha.45,85.7,1.7000000000000002e-27,161.0,349.0
tr|A0A168HXQ0|A0A168HXQ0_CORDF,tr|A0A168HXQ0|A0A168HXQ0_CORDF Carbonic anhydrase OS=Akanthomyces lecanii RCEF 1005 OX=1081108 GN=LEL_05262 PE=3 SV=1,225,8ca.alpha.45,21.5,5.5e-08,225.0,349.0
tr|A0A168IK44|A0A168IK44_9ACTN,tr|A0A168IK44|A0A168IK44_9ACTN carbonic anhydrase OS=Frankia sp. EI5c OX=683316 GN=UG55_10887 PE=3 SV=1,214,8ca.alpha.45,20.2,1.4e-07,214.0,349.0
tr|A0A168IM13|A0A168IM13_9ACTN,tr|A0A168IM13|A0A168IM13_9ACTN carbonic anhydrase OS=Frankia sp. EI5c OX=683316 GN=UG55_108718 PE=3 SV=1,163,8ca.alpha.45,85.2,2.3e-27,163.0,349.0
tr|A0A168MBR1|A0A168MBR1_9BACL,tr|A0A168MBR1|A0A168MBR1_9BACL carbonic anhydrase OS=Paenibacillus glacialis OX=494026 GN=PGLA_07460 PE=3 SV=1,189,8ca.alpha.45,166.2,5.5e-52,189.0,349.0
tr|A0A168MZH7|A0A168MZH7_MUCCL,tr|A0A168MZH7|A0A168MZH7_MUCCL Carbonic anhydrase OS=Mucor lusitanicus CBS 277.49 OX=747725 GN=MUCCIDRAFT_155937 PE=3 SV=1,243,8ca.alpha.45,20.8,8.9e-08,243.0,349.0
tr|A0A168N5G2|A0A168N5G2_9CAUL,tr|A0A168N5G2|A0A168N5G2_9CAUL carbonic anhydrase OS=Brevundimonas sp. GW460-12-10-14-LB2 OX=1827469 GN=A4249_01665 PE=3 SV=1,207,NO_HIT,,,,
tr|A0A168N5X8|A0A168N5X8_MUCCL,tr|A0A168N5X8|A0A168N5X8_MUCCL Carbonic anhydrase OS=Mucor lusitanicus CBS 277.49 OX=747725 GN=MUCCIDRAFT_72658 PE=3 SV=1,215,8ca.alpha.45,18.5,4.4e-07,215.0,349.0
tr|A0A168P3T3|A0A168P3T3_ABSGL,tr|A0A168P3T3|A0A168P3T3_ABSGL Carbonic anhydrase OS=Absidia glauca OX=4829 GN=ABSGL_07467.1 scaffold 8890 PE=3 SV=1,233,8ca.alpha.45,21.9,4.1e-08,233.0,349.0
tr|A0A168PG66|A0A168PG66_9BACL,tr|A0A168PG66|A0A168PG66_9BACL carbonic anhydrase OS=Paenibacillus antarcticus OX=253703 GN=PBAT_08620 PE=3 SV=1,186,8ca.alpha.45,161.0,2.1e-50,186.0,349.0
tr|A0A169G279|A0A169G279_9BACI,tr|A0A169G279|A0A169G279_9BACI carbonic anhydrase OS=Cytobacillus oceanisediminis 2691 OX=1196031 GN=A361_22840 PE=3 SV=1,187,8ca.alpha.45,181.2,1.5e-56,187.0,349.0
tr|A0A169QV38|A0A169QV38_9HYPH,tr|A0A169QV38|A0A169QV38_9HYPH Carbonic anhydrase OS=Methylorubrum populi OX=223967 GN=MPPM_1567 PE=3 SV=1,228,NO_HIT,,,,
tr|A0A170MM53|A0A170MM53_KLEOX,tr|A0A170MM53|A0A170MM53_KLEOX Carbonic anhydrase OS=Klebsiella oxytoca OX=571 GN=F6W21_18725 PE=3 SV=1,211,8ca.alpha.45,30.8,8.1e-11,211.0,349.0
tr|A0A170X0C6|A0A170X0C6_9ACTN,tr|A0A170X0C6|A0A170X0C6_9ACTN carbonic anhydrase OS=Streptomyces sp. F-3 OX=1840095 GN=STXM2123_2137 PE=3 SV=1,170,8ca.alpha.45,75.5,2.1e-24,170.0,349.0
tr|A0A170XHC6|A0A170XHC6_9ACTN,tr|A0A170XHC6|A0A170XHC6_9ACTN Transporter OS=Streptomyces sp. F-3 OX=1840095 GN=STXM2123_2474 PE=3 SV=1,811,8ca.alpha.45,20.0,1.6e-07,811.0,349.0
tr|A0A171ATY4|A0A171ATY4_TRIIF,tr|A0A171ATY4|A0A171ATY4_TRIIF carbonic anhydrase (Fragment) OS=Triatoma infestans OX=30076 PE=3 SV=1,93,8ca.beta.45,41.4,5.6e-14,93.0,381.0
tr|A0A171DFW8|A0A171DFW8_9ACTN,tr|A0A171DFW8|A0A171DFW8_9ACTN carbonic anhydrase OS=Planomonospora sphaerica OX=161355 GN=PS9374_03950 PE=3 SV=1,164,8ca.alpha.45,99.1,1.4e-31,164.0,349.0
tr|A0A171KNY7|A0A171KNY7_9BURK,tr|A0A171KNY7|A0A171KNY7_9BURK Carbonic anhydrase OS=Kerstersia gyiorum OX=206506 GN=AAV32_15140 PE=3 SV=1,225,NO_HIT,,,,
tr|A0A172QAB2|A0A172QAB2_9STRE,tr|A0A172QAB2|A0A172QAB2_9STRE carbonic anhydrase OS=Streptococcus pantholopis OX=1811193 GN=A0O21_00385 PE=3 SV=1,165,8ca.alpha.45,98.7,1.9e-31,165.0,349.0
tr|A0A172QW28|A0A172QW28_9CORY,tr|A0A172QW28|A0A172QW28_9CORY Carbonic anhydrase OS=Corynebacterium crudilactis OX=1652495 GN=ccrud_12025 PE=3 SV=1,206,8ca.alpha.45,35.1,4.1e-12,206.0,349.0
tr|A0A172R2C9|A0A172R2C9_DUNSA,tr|A0A172R2C9|A0A172R2C9_DUNSA carbonic anhydrase OS=Dunaliella salina OX=3046 GN=CA2b PE=2 SV=1,456,8ca.beta.45,103.5,7.9e-33,456.0,381.0
tr|A0A172R2D0|A0A172R2D0_DUNSA,tr|A0A172R2D0|A0A172R2D0_DUNSA carbonic anhydrase OS=Dunaliella salina OX=3046 GN=CA2a PE=2 SV=1,317,8ca.beta.45,99.6,1.2e-31,317.0,381.0
tr|A0A172R2D1|A0A172R2D1_DUNSA,tr|A0A172R2D1|A0A172R2D1_DUNSA Carbonic anhydrase OS=Dunaliella salina OX=3046 GN=CA1b PE=2 SV=1,584,8ca.beta.45,170.5,3.3999999999999995e-53,584.0,381.0
tr|A0A172R2D5|A0A172R2D5_DUNSA,tr|A0A172R2D5|A0A172R2D5_DUNSA carbonic anhydrase OS=Dunaliella salina OX=3046 GN=CA3 PE=2 SV=1,356,8ca.beta.45,130.8,4.0999999999999996e-41,356.0,381.0
tr|A0A172R2D9|A0A172R2D9_DUNSA,tr|A0A172R2D9|A0A172R2D9_DUNSA Carbonic anhydrase OS=Dunaliella salina OX=3046 GN=CA1a PE=2 SV=1,597,8ca.beta.45,190.4,3e-59,597.0,381.0
tr|A0A172TCJ1|A0A172TCJ1_9DEIO,tr|A0A172TCJ1|A0A172TCJ1_9DEIO Carbonic anhydrase OS=Deinococcus puniceus OX=1182568 GN=SU48_00770 PE=3 SV=1,250,8ca.alpha.45,21.4,6.1e-08,250.0,349.0
tr|A0A172TLW1|A0A172TLW1_9BACL,tr|A0A172TLW1|A0A172TLW1_9BACL carbonic anhydrase OS=Paenibacillus swuensis OX=1178515 GN=SY83_18130 PE=3 SV=1,191,8ca.alpha.45,154.1,2.7e-48,191.0,349.0
tr|A0A172TWB6|A0A172TWB6_9BACT,tr|A0A172TWB6|A0A172TWB6_9BACT Carbonic anhydrase 2 OS=Flavisolibacter tropicus OX=1492898 GN=SY85_12340 PE=3 SV=1,211,8ca.alpha.45,17.6,8.7e-07,211.0,349.0
tr|A0A172U402|A0A172U402_METSD,tr|A0A172U402|A0A172U402_METSD Carbonic anhydrase OS=Methylomonas sp. (strain DH-1) OX=1727196 GN=AYM39_02120 PE=3 SV=1,210,8ca.alpha.45,14.7,6.4e-06,210.0,349.0
tr|A0A172U5L8|A0A172U5L8_METSD,tr|A0A172U5L8|A0A172U5L8_METSD Carbonic anhydrase OS=Methylomonas sp. (strain DH-1) OX=1727196 GN=AYM39_05325 PE=3 SV=1,210,8ca.alpha.45,13.6,1.4e-05,210.0,349.0
tr|A0A172UJG8|A0A172UJG8_9MYCO,tr|A0A172UJG8|A0A172UJG8_9MYCO Carbonic anhydrase 2 OS=Mycobacterium adipatum OX=1682113 GN=A7U43_06440 PE=3 SV=1,206,8ca.alpha.45,18.9,3.4e-07,206.0,349.0
tr|A0A172UV88|A0A172UV88_9MYCO,tr|A0A172UV88|A0A172UV88_9MYCO Carbonic anhydrase OS=Mycobacterium adipatum OX=1682113 GN=A7U43_18925 PE=3 SV=1,720,NO_HIT,,,,
tr|A0A172WC38|A0A172WC38_GIBMO,tr|A0A172WC38|A0A172WC38_GIBMO Carbonic anhydrase OS=Gibberella moniliformis OX=117187 GN=FVEG_15202 PE=3 SV=1,194,8ca.alpha.45,88.5,2.4e-28,194.0,349.0
tr|A0A172WKV2|A0A172WKV2_STUST,tr|A0A172WKV2|A0A172WKV2_STUST Carbonic anhydrase OS=Stutzerimonas stutzeri OX=316 GN=PS273GM_02230 PE=3 SV=1,215,8ca.alpha.45,17.8,7.1e-07,215.0,349.0
tr|A0A172WPI1|A0A172WPI1_STUST,tr|A0A172WPI1|A0A172WPI1_STUST Carbonic anhydrase OS=Stutzerimonas stutzeri OX=316 GN=PS273GM_09195 PE=3 SV=1,242,8ca.beta.45,340.2,9.799999999999998e-105,242.0,381.0
tr|A0A172WPM0|A0A172WPM0_STUST,tr|A0A172WPM0|A0A172WPM0_STUST Carbonic anhydrase OS=Stutzerimonas stutzeri OX=316 GN=PS273GM_08820 PE=3 SV=1,231,8ca.alpha.45,26.9,1.3e-09,231.0,349.0
tr|A0A172XUB3|A0A172XUB3_9FLAO,tr|A0A172XUB3|A0A172XUB3_9FLAO Carbonic anhydrase OS=Chryseobacterium glaciei OX=1685010 GN=A0O34_07835 PE=3 SV=1,222,8ca.alpha.45,24.1,9.2e-09,222.0,349.0
tr|A0A172Y9T1|A0A172Y9T1_9CAUL,tr|A0A172Y9T1|A0A172Y9T1_9CAUL carbonic anhydrase OS=Brevundimonas naejangsanensis OX=588932 GN=DA69_10100 PE=3 SV=1,203,NO_HIT,,,,
tr|A0A172YG18|A0A172YG18_9GAMM,tr|A0A172YG18|A0A172YG18_9GAMM Carbonic anhydrase OS=Halotalea alkalilenta OX=376489 GN=A5892_12690 PE=3 SV=1,217,8ca.alpha.45,14.9,5.8e-06,217.0,349.0
tr|A0A172YMF8|A0A172YMF8_9GAMM,tr|A0A172YMF8|A0A172YMF8_9GAMM carbonic anhydrase OS=Acinetobacter sp. NCu2D-2 OX=1608473 GN=A3K93_03350 PE=3 SV=1,204,8ca.alpha.45,30.2,1.2e-10,204.0,349.0
tr|A0A172YTQ3|A0A172YTQ3_9PSED,tr|A0A172YTQ3|A0A172YTQ3_9PSED Carbonic anhydrase OS=Pseudomonas antarctica OX=219572 GN=A7J50_0056 PE=3 SV=1,243,8ca.alpha.45,36.0,2.1e-12,243.0,349.0
tr|A0A172YVF7|A0A172YVF7_9PSED,tr|A0A172YVF7|A0A172YVF7_9PSED Carbonic anhydrase OS=Pseudomonas antarctica OX=219572 GN=A7J50_0670 PE=3 SV=1,214,8ca.alpha.45,17.7,8e-07,214.0,349.0
tr|A0A172Z4T1|A0A172Z4T1_9PSED,tr|A0A172Z4T1|A0A172Z4T1_9PSED Carbonic anhydrase OS=Pseudomonas antarctica OX=219572 GN=A7J50_3953 PE=3 SV=1,213,8ca.alpha.45,26.3,1.9e-09,213.0,349.0
tr|A0A172ZFD3|A0A172ZFD3_9BACL,tr|A0A172ZFD3|A0A172ZFD3_9BACL carbonic anhydrase OS=Paenibacillus bovis OX=1616788 GN=AR543_09515 PE=3 SV=1,278,8ca.beta.45,250.4,1.8e-77,278.0,381.0
tr|A0A172ZHZ2|A0A172ZHZ2_9BACL,tr|A0A172ZHZ2|A0A172ZHZ2_9BACL carbonic anhydrase OS=Paenibacillus bovis OX=1616788 GN=AR543_15385 PE=3 SV=1,192,8ca.alpha.45,184.2,1.8e-57,192.0,349.0
tr|A0A173KS59|A0A173KS59_9SPHN,tr|A0A173KS59|A0A173KS59_9SPHN Carbonic anhydrase OS=Sphingobium sp. EP60837 OX=1855519 GN=cynT PE=3 SV=1,217,NO_HIT,,,,
tr|A0A173KSS2|A0A173KSS2_9SPHN,tr|A0A173KSS2|A0A173KSS2_9SPHN Carbonic anhydrase OS=Sphingobium sp. EP60837 OX=1855519 GN=EP837_00719 PE=3 SV=1,232,8ca.alpha.45,29.3,2.4e-10,232.0,349.0
tr|A0A173LL44|A0A173LL44_9ACTN,tr|A0A173LL44|A0A173LL44_9ACTN Carbonic anhydrase OS=Dietzia timorensis OX=499555 GN=BJL86_0650 PE=3 SV=1,215,8ca.alpha.45,26.4,1.8e-09,215.0,349.0
tr|A0A173LW57|A0A173LW57_9MICO,tr|A0A173LW57|A0A173LW57_9MICO carbonic anhydrase OS=Aurantimicrobium minutum OX=708131 GN=AUMI_16840 PE=3 SV=1,192,8ca.alpha.45,96.5,8.8e-31,192.0,349.0
tr|A0A173LWY0|A0A173LWY0_9MICO,tr|A0A173LWY0|A0A173LWY0_9MICO Carbonic anhydrase OS=Aurantimicrobium minutum OX=708131 GN=AUMI_19330 PE=3 SV=1,220,8ca.alpha.45,22.4,3e-08,220.0,349.0
tr|A0A173MZK0|A0A173MZK0_MOROS,tr|A0A173MZK0|A0A173MZK0_MOROS Carbonic anhydrase OS=Moraxella osloensis OX=34062 GN=NP7_11775 PE=3 SV=1,213,8ca.alpha.45,17.5,9e-07,213.0,349.0
tr|A0A173TNB9|A0A173TNB9_9FIRM,tr|A0A173TNB9|A0A173TNB9_9FIRM carbonic anhydrase OS=Coprococcus comes OX=410072 GN=ERS852574_02300 PE=3 SV=1,179,8ca.alpha.45,182.7,5.5e-57,179.0,349.0
tr|A0A173V8D5|A0A173V8D5_EUBRA,tr|A0A173V8D5|A0A173V8D5_EUBRA carbonic anhydrase OS=Eubacterium ramulus OX=39490 GN=ERS852448_02546 PE=3 SV=1,182,8ca.alpha.45,180.4,2.6e-56,182.0,349.0
tr|A0A173W7E9|A0A173W7E9_9FIRM,tr|A0A173W7E9|A0A173W7E9_9FIRM carbonic anhydrase OS=Coprococcus comes OX=410072 GN=comes_06470 PE=3 SV=1,179,8ca.alpha.45,183.9,2.3e-57,179.0,349.0
tr|A0A173ZLI3|A0A173ZLI3_9CLOT,tr|A0A173ZLI3|A0A173ZLI3_9CLOT carbonic anhydrase OS=Clostridium disporicum OX=84024 GN=ERS852470_00671 PE=3 SV=1,82,8ca.alpha.45,80.6,5.7e-26,82.0,349.0
tr|A0A174C5D0|A0A174C5D0_9FIRM,tr|A0A174C5D0|A0A174C5D0_9FIRM carbonic anhydrase OS=Mitsuokella jalaludinii OX=187979 GN=ERS852385_02059 PE=3 SV=1,405,8ca.alpha.45,189.8,3.6e-59,405.0,349.0
tr|A0A174DZW3|A0A174DZW3_9FIRM,tr|A0A174DZW3|A0A174DZW3_9FIRM carbonic anhydrase OS=Coprococcus comes OX=410072 GN=ERS852481_01764 PE=3 SV=1,179,8ca.alpha.45,180.7,2.1e-56,179.0,349.0
tr|A0A174JCQ3|A0A174JCQ3_9FIRM,tr|A0A174JCQ3|A0A174JCQ3_9FIRM carbonic anhydrase OS=Hungatella hathewayi OX=154046 GN=ERS852407_04546 PE=3 SV=1,180,8ca.alpha.45,187.6,1.7000000000000002e-58,180.0,349.0
tr|A0A174KZN7|A0A174KZN7_9CLOT,tr|A0A174KZN7|A0A174KZN7_9CLOT carbonic anhydrase OS=Clostridium disporicum OX=84024 GN=ERS852471_03105 PE=3 SV=1,246,8ca.alpha.45,39.0,2.6e-13,246.0,349.0
tr|A0A174R451|A0A174R451_ANAHA,tr|A0A174R451|A0A174R451_ANAHA carbonic anhydrase OS=Anaerostipes hadrus OX=649756 GN=ERS852520_02183 PE=3 SV=1,181,8ca.alpha.45,189.1,6.1000000000000005e-59,181.0,349.0
tr|A0A175QSY6|A0A175QSY6_9HYPH,tr|A0A175QSY6|A0A175QSY6_9HYPH Carbonic anhydrase (Fragment) OS=Aureimonas ureilytica OX=401562 GN=NS226_23090 PE=3 SV=1,188,NO_HIT,,,,
tr|A0A175RJ03|A0A175RJ03_9HYPH,tr|A0A175RJ03|A0A175RJ03_9HYPH Carbonic anhydrase OS=Aureimonas ureilytica OX=401562 GN=NS365_20560 PE=3 SV=1,248,NO_HIT,,,,
tr|A0A175VFB5|A0A175VFB5_AEREN,tr|A0A175VFB5|A0A175VFB5_AEREN Carbonic anhydrase OS=Aeromonas enteropelogenes OX=29489 GN=LCR_18890 PE=3 SV=1,219,8ca.alpha.45,23.6,1.3e-08,219.0,349.0
tr|A0A175VN68|A0A175VN68_AEREN,tr|A0A175VN68|A0A175VN68_AEREN Carbonic anhydrase OS=Aeromonas enteropelogenes OX=29489 GN=LCR_09900 PE=3 SV=1,241,8ca.beta.45,346.2,1.4e-106,241.0,381.0
tr|A0A175VUX6|A0A175VUX6_9PEZI,tr|A0A175VUX6|A0A175VUX6_9PEZI Carbonic anhydrase OS=Madurella mycetomatis OX=100816 GN=MMYC01_206761 PE=3 SV=1,234,8ca.alpha.45,20.6,1.1e-07,234.0,349.0
tr|A0A175Y5H4|A0A175Y5H4_9SPHN,tr|A0A175Y5H4|A0A175Y5H4_9SPHN Carbonic anhydrase OS=Sphingomonas melonis TY OX=621456 GN=AVM11_16800 PE=3 SV=1,232,8ca.alpha.45,27.0,1.1e-09,232.0,349.0
tr|A0A175YJ21|A0A175YJ21_DAUCS,tr|A0A175YJ21|A0A175YJ21_DAUCS Carbonic anhydrase OS=Daucus carota subsp. sativus OX=79200 GN=DCAR_0936086 PE=3 SV=1,252,8ca.alpha.45,13.4,1.6e-05,252.0,349.0
tr|A0A175YQY2|A0A175YQY2_DAUCS,tr|A0A175YQY2|A0A175YQY2_DAUCS Carbonic anhydrase OS=Daucus carota subsp. sativus OX=79200 GN=DCAR_026539 PE=3 SV=1,248,8ca.alpha.45,18.3,5.4e-07,248.0,349.0
tr|A0A176EED2|A0A176EED2_9SPHN,tr|A0A176EED2|A0A176EED2_9SPHN Carbonic anhydrase OS=Erythrobacter sp. HI0028 OX=1822227 GN=A3723_10260 PE=3 SV=1,212,NO_HIT,,,,
tr|A0A176EFX6|A0A176EFX6_9SPHN,tr|A0A176EFX6|A0A176EFX6_9SPHN Carbonic anhydrase OS=Erythrobacter sp. HI0028 OX=1822227 GN=A3723_08010 PE=3 SV=1,225,8ca.alpha.45,33.1,1.6e-11,225.0,349.0
tr|A0A176FSN5|A0A176FSN5_9RHOB,tr|A0A176FSN5|A0A176FSN5_9RHOB Carbonic anhydrase OS=Roseovarius sp. HI0049 OX=1822235 GN=A3731_08675 PE=3 SV=1,216,8ca.alpha.45,11.2,7.6e-05,216.0,349.0
tr|A0A176JA71|A0A176JA71_9BACI,tr|A0A176JA71|A0A176JA71_9BACI carbonic anhydrase OS=Bacillus sp. SJS OX=1423321 GN=AS29_004345 PE=3 SV=1,186,8ca.alpha.45,178.9,7.799999999999999e-56,186.0,349.0
tr|A0A176NK81|A0A176NK81_9PSED,tr|A0A176NK81|A0A176NK81_9PSED Carbonic anhydrase OS=Pseudomonas thivervalensis OX=86265 GN=CEQ51_29120 PE=3 SV=1,243,8ca.alpha.45,32.5,2.6e-11,243.0,349.0
tr|A0A176NQK8|A0A176NQK8_9PSED,tr|A0A176NQK8|A0A176NQK8_9PSED Carbonic anhydrase OS=Pseudomonas thivervalensis OX=86265 GN=CEQ51_23985 PE=3 SV=1,214,8ca.alpha.45,17.2,1.1e-06,214.0,349.0
tr|A0A176Q9Q8|A0A176Q9Q8_9MICO,tr|A0A176Q9Q8|A0A176Q9Q8_9MICO carbonic anhydrase OS=Janibacter melonis OX=262209 GN=AWH69_14025 PE=3 SV=1,175,8ca.alpha.45,69.7,1.2e-22,175.0,349.0
tr|A0A176TEU5|A0A176TEU5_9FLAO,tr|A0A176TEU5|A0A176TEU5_9FLAO Carbonic anhydrase 2 OS=Polaribacter atrinae OX=1333662 GN=LPB303_02145 PE=3 SV=1,208,8ca.alpha.45,31.0,7e-11,208.0,349.0
tr|A0A176VFL4|A0A176VFL4_MARPO,tr|A0A176VFL4|A0A176VFL4_MARPO Carbonic anhydrase OS=Marchantia polymorpha subsp. ruderalis OX=1480154 GN=AXG93_1847s1110 PE=3 SV=1,262,8ca.beta.45,158.7,1.4e-49,262.0,381.0
tr|A0A176VPJ8|A0A176VPJ8_MARPO,tr|A0A176VPJ8|A0A176VPJ8_MARPO Protein kinase domain-containing protein OS=Marchantia polymorpha subsp. ruderalis OX=1480154 GN=AXG93_412s1310 PE=4 SV=1,1556,8ca.beta.45,120.3,6e-38,1556.0,381.0
tr|A0A176VSM8|A0A176VSM8_MARPO,tr|A0A176VSM8|A0A176VSM8_MARPO Carbonic anhydrase OS=Marchantia polymorpha subsp. ruderalis OX=1480154 GN=AXG93_496s1320 PE=3 SV=1,259,8ca.beta.45,132.2,1.5e-41,259.0,381.0
tr|A0A176WDK8|A0A176WDK8_MARPO,tr|A0A176WDK8|A0A176WDK8_MARPO carbonic anhydrase OS=Marchantia polymorpha subsp. ruderalis OX=1480154 GN=AXG93_2018s1610 PE=3 SV=1,467,8ca.alpha.45,16.2,2.2e-06,467.0,349.0
tr|A0A176WG83|A0A176WG83_MARPO,tr|A0A176WG83|A0A176WG83_MARPO carbonic anhydrase OS=Marchantia polymorpha subsp. ruderalis OX=1480154 GN=AXG93_1865s1160 PE=3 SV=1,354,8ca.alpha.45,13.6,1.4e-05,354.0,349.0
tr|A0A176WM23|A0A176WM23_MARPO,tr|A0A176WM23|A0A176WM23_MARPO Carbonic anhydrase OS=Marchantia polymorpha subsp. ruderalis OX=1480154 GN=AXG93_2891s1230 PE=3 SV=1,269,8ca.beta.45,162.8,7.6e-51,269.0,381.0
tr|A0A176WR70|A0A176WR70_MARPO,tr|A0A176WR70|A0A176WR70_MARPO Carbonic anhydrase OS=Marchantia polymorpha subsp. ruderalis OX=1480154 GN=AXG93_2528s1580 PE=3 SV=1,264,8ca.alpha.45,21.0,7.9e-08,264.0,349.0
tr|A0A176XGQ0|A0A176XGQ0_RHIRD,tr|A0A176XGQ0|A0A176XGQ0_RHIRD Carbonic anhydrase OS=Rhizobium radiobacter OX=358 GN=A7J57_15110 PE=3 SV=1,213,NO_HIT,,,,
tr|A0A176Y901|A0A176Y901_9BRAD,tr|A0A176Y901|A0A176Y901_9BRAD Carbonic anhydrase OS=Bradyrhizobium centrolobii OX=1505087 GN=AYJ54_30185 PE=3 SV=1,214,8ca.alpha.45,12.6,2.7e-05,214.0,349.0
tr|A0A176YTY8|A0A176YTY8_9BRAD,tr|A0A176YTY8|A0A176YTY8_9BRAD Carbonic anhydrase OS=Bradyrhizobium centrolobii OX=1505087 GN=AYJ54_10930 PE=3 SV=1,250,8ca.beta.45,241.3,1.1e-74,250.0,381.0
tr|A0A176YYD5|A0A176YYD5_9BRAD,tr|A0A176YYD5|A0A176YYD5_9BRAD Carbonic anhydrase OS=Bradyrhizobium neotropicale OX=1497615 GN=AXW67_19515 PE=3 SV=1,250,8ca.beta.45,236.0,4.3000000000000005e-73,250.0,381.0
tr|A0A176Z5U0|A0A176Z5U0_9BRAD,tr|A0A176Z5U0|A0A176Z5U0_9BRAD Carbonic anhydrase OS=Bradyrhizobium neotropicale OX=1497615 GN=AXW67_17290 PE=3 SV=1,246,8ca.alpha.45,39.0,2.6e-13,246.0,349.0
tr|A0A176ZAW8|A0A176ZAW8_9BRAD,tr|A0A176ZAW8|A0A176ZAW8_9BRAD Carbonic anhydrase OS=Bradyrhizobium neotropicale OX=1497615 GN=AXW67_09025 PE=3 SV=1,214,8ca.alpha.45,12.0,4.2e-05,214.0,349.0
tr|A0A177AH81|A0A177AH81_9PEZI,tr|A0A177AH81|A0A177AH81_9PEZI Carbonic anhydrase OS=Pseudogymnoascus destructans OX=655981 GN=VC83_03461 PE=3 SV=1,224,NO_HIT,,,,
tr|A0A177AL27|A0A177AL27_9PEZI,tr|A0A177AL27|A0A177AL27_9PEZI carbonic anhydrase OS=Pseudogymnoascus destructans OX=655981 GN=VC83_01372 PE=3 SV=1,353,8ca.beta.45,130.8,4e-41,353.0,381.0
tr|A0A177ANE4|A0A177ANE4_9PEZI,tr|A0A177ANE4|A0A177ANE4_9PEZI Carbonic anhydrase OS=Pseudogymnoascus destructans OX=655981 GN=VC83_00177 PE=3 SV=1,231,8ca.alpha.45,20.9,8.2e-08,231.0,349.0
tr|A0A177AUQ6|A0A177AUQ6_9BILA,tr|A0A177AUQ6|A0A177AUQ6_9BILA carbonic anhydrase OS=Intoshia linei OX=1819745 GN=A3Q56_06529 PE=3 SV=1,234,8ca.beta.45,99.4,1.4e-31,234.0,381.0
tr|A0A177B199|A0A177B199_9BILA,tr|A0A177B199|A0A177B199_9BILA carbonic anhydrase OS=Intoshia linei OX=1819745 GN=A3Q56_04863 PE=3 SV=1,820,8ca.beta.45,30.0,1.6e-10,820.0,381.0
tr|A0A177B5B4|A0A177B5B4_9BILA,tr|A0A177B5B4|A0A177B5B4_9BILA Large ribosomal subunit protein eL33 OS=Intoshia linei OX=1819745 GN=A3Q56_03424 PE=3 SV=1,379,8ca.beta.45,70.3,9.5e-23,379.0,381.0
tr|A0A177CGT6|A0A177CGT6_9PLEO,tr|A0A177CGT6|A0A177CGT6_9PLEO Carbonic anhydrase OS=Paraphaeosphaeria sporulosa OX=1460663 GN=CC84DRAFT_1164707 PE=3 SV=1,230,8ca.alpha.45,26.8,1.3e-09,230.0,349.0
tr|A0A177CP24|A0A177CP24_9PLEO,tr|A0A177CP24|A0A177CP24_9PLEO Carbonic anhydrase OS=Paraphaeosphaeria sporulosa OX=1460663 GN=CC84DRAFT_1110537 PE=3 SV=1,168,8ca.alpha.45,74.6,3.9e-24,168.0,349.0
